user_id,timestamp,anomaly_type,probable_reason,bytes_sent,source_ip,event_type
user_083,2025-02-01 05:30:32,unusual_night_activity,активность в нетипичное ночное время,8090.94,10.20.226.79,file_access
user_094,2025-02-01 08:43:27,data_exfiltration,резкий рост исходящего трафика,87687.91,10.20.210.96,file_access
user_095,2025-02-01 09:28:13,brute_force_login,много неуспешных входов,553.57,10.10.17.17,login
user_082,2025-02-01 09:35:07,brute_force_login,много неуспешных входов,616.3,10.20.133.197,login
user_093,2025-02-01 09:52:36,brute_force_login,много неуспешных входов,695.99,10.10.62.249,login
user_030,2025-02-01 10:05:42,data_exfiltration,резкий рост исходящего трафика,67178.0,10.20.82.27,file_access
user_083,2025-02-01 11:09:31,data_exfiltration,резкий рост исходящего трафика,31270.14,10.10.56.30,file_access
user_013,2025-02-01 11:42:00,brute_force_login,много неуспешных входов,376.83,10.20.143.39,login
user_030,2025-02-01 11:59:16,brute_force_login,много неуспешных входов,518.2,10.20.82.27,login
user_080,2025-02-01 12:33:23,data_exfiltration,резкий рост исходящего трафика,94813.72,10.20.116.202,file_access
user_032,2025-02-01 13:17:09,brute_force_login,много неуспешных входов,559.91,10.20.159.47,login
user_025,2025-02-01 14:22:29,brute_force_login,много неуспешных входов,607.07,10.10.253.82,login
user_057,2025-02-01 14:31:44,unusual_ip_change,необычная смена IP-адреса,1290.24,185.220.100.152,login
user_064,2025-02-01 14:41:13,data_exfiltration,резкий рост исходящего трафика,89202.53,10.10.203.134,file_access
user_041,2025-02-01 14:46:56,unusual_ip_change,необычная смена IP-адреса,720.72,185.220.100.132,login
user_057,2025-02-01 16:01:14,brute_force_login,много неуспешных входов,972.85,10.20.68.59,login
user_007,2025-02-01 16:21:44,data_exfiltration,резкий рост исходящего трафика,154447.84,10.20.94.217,file_access
user_067,2025-02-01 16:38:24,brute_force_login,много неуспешных входов,379.92,10.10.184.157,login
user_020,2025-02-01 16:39:13,data_exfiltration,резкий рост исходящего трафика,87547.84,10.20.66.222,file_access
user_060,2025-02-01 18:36:35,brute_force_login,много неуспешных входов,593.88,10.20.125.63,login
user_086,2025-02-01 18:38:16,unusual_ip_change,необычная смена IP-адреса,624.63,185.220.100.45,login
user_084,2025-02-01 23:34:46,unusual_night_activity,активность в нетипичное ночное время,4682.64,10.10.47.2,email_access
user_072,2025-02-02 00:02:20,unusual_night_activity,активность в нетипичное ночное время,3863.08,10.10.217.181,web_request
user_067,2025-02-02 01:20:32,unusual_night_activity,активность в нетипичное ночное время,2791.72,10.20.22.124,email_access
user_075,2025-02-02 01:22:08,unusual_night_activity,активность в нетипичное ночное время,3748.29,10.20.214.56,web_request
user_046,2025-02-02 01:23:17,unusual_night_activity,активность в нетипичное ночное время,8117.0,10.10.154.99,web_request
user_041,2025-02-02 03:35:25,unusual_night_activity,активность в нетипичное ночное время,2598.4,10.20.77.14,file_access
user_009,2025-02-02 04:51:16,unusual_night_activity,активность в нетипичное ночное время,4934.75,10.20.213.8,web_request
user_026,2025-02-02 08:08:51,data_exfiltration,резкий рост исходящего трафика,47544.6,10.20.119.149,file_access
user_093,2025-02-02 08:21:59,brute_force_login,много неуспешных входов,489.76,10.10.62.249,login
user_044,2025-02-02 09:25:24,data_exfiltration,резкий рост исходящего трафика,55001.58,10.20.162.94,file_access
user_046,2025-02-02 09:48:19,brute_force_login,много неуспешных входов,351.25,10.10.154.99,login
user_056,2025-02-02 09:54:42,brute_force_login,много неуспешных входов,613.58,10.10.34.121,login
user_079,2025-02-02 09:58:21,unusual_ip_change,необычная смена IP-адреса,1337.05,185.220.100.203,login
user_043,2025-02-02 10:30:37,data_exfiltration,резкий рост исходящего трафика,119823.66,10.10.191.174,file_access
user_018,2025-02-02 10:43:56,brute_force_login,много неуспешных входов,597.34,10.20.61.37,login
user_081,2025-02-02 10:59:05,data_exfiltration,резкий рост исходящего трафика,107281.94,10.10.22.13,file_access
user_064,2025-02-02 11:17:04,brute_force_login,много неуспешных входов,485.32,10.20.23.25,login
user_048,2025-02-02 11:44:25,brute_force_login,много неуспешных входов,494.65,10.10.26.251,login
user_081,2025-02-02 12:05:17,brute_force_login,много неуспешных входов,608.64,10.10.22.13,login
user_028,2025-02-02 12:09:47,unusual_ip_change,необычная смена IP-адреса,847.44,185.220.100.15,login
user_002,2025-02-02 12:29:45,data_exfiltration,резкий рост исходящего трафика,19903.37,10.10.24.36,file_access
user_097,2025-02-02 12:53:59,data_exfiltration,резкий рост исходящего трафика,84939.85,10.20.197.163,file_access
user_027,2025-02-02 13:29:37,data_exfiltration,резкий рост исходящего трафика,258659.54,10.10.41.63,file_access
user_058,2025-02-02 13:35:26,unusual_ip_change,необычная смена IP-адреса,968.16,185.220.100.96,login
user_043,2025-02-02 13:44:40,data_exfiltration,резкий рост исходящего трафика,46503.24,10.10.191.174,file_access
user_013,2025-02-02 14:03:01,data_exfiltration,резкий рост исходящего трафика,45935.86,10.20.143.39,file_access
user_021,2025-02-02 16:04:59,data_exfiltration,резкий рост исходящего трафика,44950.99,10.20.116.174,file_access
user_035,2025-02-02 16:49:48,brute_force_login,много неуспешных входов,696.22,10.20.24.55,login
user_028,2025-02-02 18:56:37,data_exfiltration,резкий рост исходящего трафика,51189.54,10.10.133.74,file_access
user_003,2025-02-02 22:56:17,unusual_night_activity,активность в нетипичное ночное время,4219.3,10.20.237.55,email_access
user_076,2025-02-03 00:17:54,unusual_night_activity,активность в нетипичное ночное время,3941.68,10.10.166.107,web_request
user_094,2025-02-03 01:14:51,unusual_night_activity,активность в нетипичное ночное время,1513.93,10.20.210.96,email_access
user_100,2025-02-03 02:00:20,unusual_night_activity,активность в нетипичное ночное время,2384.26,10.20.128.190,file_access
user_055,2025-02-03 02:32:10,unusual_night_activity,активность в нетипичное ночное время,1869.05,10.20.205.75,web_request
user_065,2025-02-03 03:40:41,unusual_night_activity,активность в нетипичное ночное время,4064.42,10.20.144.159,file_access
user_041,2025-02-03 05:22:19,unusual_night_activity,активность в нетипичное ночное время,7649.14,10.10.249.20,file_access
user_034,2025-02-03 05:26:12,unusual_night_activity,активность в нетипичное ночное время,4839.44,10.20.29.184,file_access
user_094,2025-02-03 08:31:24,brute_force_login,много неуспешных входов,422.3,10.20.210.96,login
user_086,2025-02-03 08:50:54,brute_force_login,много неуспешных входов,506.84,10.20.40.116,login
user_093,2025-02-03 09:17:24,unusual_ip_change,необычная смена IP-адреса,1822.87,185.220.100.23,login
user_042,2025-02-03 09:21:49,data_exfiltration,резкий рост исходящего трафика,74738.68,10.20.127.201,file_access
user_010,2025-02-03 10:03:11,brute_force_login,много неуспешных входов,520.23,10.20.213.39,login
user_002,2025-02-03 11:06:23,unusual_ip_change,необычная смена IP-адреса,1896.85,185.220.100.189,login
user_073,2025-02-03 11:17:23,data_exfiltration,резкий рост исходящего трафика,39908.43,10.20.211.70,file_access
user_045,2025-02-03 11:58:45,unusual_ip_change,необычная смена IP-адреса,1748.61,185.220.100.187,login
user_041,2025-02-03 12:00:48,brute_force_login,много неуспешных входов,537.02,10.10.249.20,login
user_010,2025-02-03 12:04:25,brute_force_login,много неуспешных входов,363.78,10.20.213.39,login
user_040,2025-02-03 12:13:35,unusual_ip_change,необычная смена IP-адреса,1648.5,185.220.100.184,login
user_079,2025-02-03 12:21:01,unusual_ip_change,необычная смена IP-адреса,1463.72,185.220.100.203,login
user_039,2025-02-03 12:24:13,data_exfiltration,резкий рост исходящего трафика,70234.83,10.10.75.237,file_access
user_053,2025-02-03 12:27:29,unusual_ip_change,необычная смена IP-адреса,1484.14,185.220.100.32,login
user_033,2025-02-03 12:57:42,brute_force_login,много неуспешных входов,580.34,10.10.76.130,login
user_091,2025-02-03 13:02:43,brute_force_login,много неуспешных входов,728.96,10.20.140.147,login
user_085,2025-02-03 13:13:59,data_exfiltration,резкий рост исходящего трафика,67722.29,10.10.63.148,file_access
user_071,2025-02-03 14:52:50,unusual_ip_change,необычная смена IP-адреса,899.18,185.220.100.73,login
user_039,2025-02-03 15:17:59,unusual_ip_change,необычная смена IP-адреса,931.23,185.220.100.213,login
user_031,2025-02-03 15:53:10,data_exfiltration,резкий рост исходящего трафика,46700.14,10.10.139.250,file_access
user_094,2025-02-03 16:40:54,brute_force_login,много неуспешных входов,369.54,10.20.210.96,login
user_100,2025-02-03 16:45:57,brute_force_login,много неуспешных входов,437.0,10.20.128.190,login
user_043,2025-02-03 17:01:11,data_exfiltration,резкий рост исходящего трафика,147126.64,10.20.107.76,file_access
user_078,2025-02-03 18:22:45,data_exfiltration,резкий рост исходящего трафика,73364.31,10.10.1.109,file_access
user_034,2025-02-03 23:35:28,unusual_night_activity,активность в нетипичное ночное время,3490.06,10.20.29.184,web_request
user_008,2025-02-04 01:58:30,unusual_night_activity,активность в нетипичное ночное время,2651.26,10.10.121.200,email_access
user_096,2025-02-04 02:36:18,unusual_night_activity,активность в нетипичное ночное время,3366.34,10.20.61.79,file_access
user_011,2025-02-04 02:44:52,unusual_night_activity,активность в нетипичное ночное время,7509.6,10.20.199.216,web_request
user_016,2025-02-04 02:52:26,unusual_night_activity,активность в нетипичное ночное время,2491.92,10.10.104.10,file_access
user_072,2025-02-04 03:47:38,unusual_night_activity,активность в нетипичное ночное время,2583.19,10.20.31.115,web_request
user_049,2025-02-04 05:32:48,unusual_night_activity,активность в нетипичное ночное время,2750.24,10.20.235.188,web_request
user_052,2025-02-04 09:00:52,data_exfiltration,резкий рост исходящего трафика,44679.07,10.10.217.220,file_access
user_013,2025-02-04 09:20:10,data_exfiltration,резкий рост исходящего трафика,96180.05,10.20.143.39,file_access
user_082,2025-02-04 10:33:19,brute_force_login,много неуспешных входов,529.76,10.20.133.197,login
user_057,2025-02-04 11:10:52,brute_force_login,много неуспешных входов,494.93,10.20.68.59,login
user_095,2025-02-04 11:28:24,unusual_ip_change,необычная смена IP-адреса,769.91,185.220.100.107,login
user_039,2025-02-04 11:51:20,data_exfiltration,резкий рост исходящего трафика,45696.69,10.20.129.158,file_access
user_043,2025-02-04 13:00:32,brute_force_login,много неуспешных входов,455.41,10.20.107.76,login
user_074,2025-02-04 14:44:29,brute_force_login,много неуспешных входов,1103.67,10.10.77.79,login
user_035,2025-02-04 15:11:08,data_exfiltration,резкий рост исходящего трафика,91271.02,10.20.24.55,file_access
user_027,2025-02-04 15:29:56,brute_force_login,много неуспешных входов,370.37,10.10.41.63,login
user_008,2025-02-04 15:41:38,unusual_ip_change,необычная смена IP-адреса,1492.66,185.220.100.168,login
user_034,2025-02-04 16:04:58,unusual_ip_change,необычная смена IP-адреса,1211.38,185.220.100.132,login
user_050,2025-02-04 17:13:14,brute_force_login,много неуспешных входов,566.24,10.20.181.127,login
user_015,2025-02-04 17:16:09,brute_force_login,много неуспешных входов,395.2,10.10.111.48,login
user_064,2025-02-04 18:39:42,brute_force_login,много неуспешных входов,482.03,10.10.203.134,login
user_028,2025-02-04 18:42:02,data_exfiltration,резкий рост исходящего трафика,47711.27,10.10.133.74,file_access
user_075,2025-02-04 22:02:37,unusual_night_activity,активность в нетипичное ночное время,1999.22,10.20.214.56,email_access
user_075,2025-02-04 22:46:26,unusual_night_activity,активность в нетипичное ночное время,2007.87,10.10.199.36,web_request
user_024,2025-02-04 23:47:34,unusual_night_activity,активность в нетипичное ночное время,5451.72,10.10.126.118,file_access
user_056,2025-02-05 02:34:05,unusual_night_activity,активность в нетипичное ночное время,1672.4,10.10.34.121,file_access
user_051,2025-02-05 03:02:54,unusual_night_activity,активность в нетипичное ночное время,1996.18,10.10.205.145,file_access
user_027,2025-02-05 05:43:49,unusual_night_activity,активность в нетипичное ночное время,2940.36,10.10.41.63,file_access
user_006,2025-02-05 08:15:07,unusual_ip_change,необычная смена IP-адреса,1369.95,185.220.100.46,login
user_008,2025-02-05 08:24:17,brute_force_login,много неуспешных входов,581.43,10.20.144.129,login
user_089,2025-02-05 08:31:49,data_exfiltration,резкий рост исходящего трафика,44322.5,10.20.9.68,file_access
user_019,2025-02-05 08:32:10,brute_force_login,много неуспешных входов,545.88,10.10.86.200,login
user_032,2025-02-05 08:46:36,brute_force_login,много неуспешных входов,539.47,10.10.243.232,login
user_046,2025-02-05 09:01:59,brute_force_login,много неуспешных входов,573.03,10.20.30.119,login
user_033,2025-02-05 09:14:29,brute_force_login,много неуспешных входов,485.89,10.20.111.99,login
user_015,2025-02-05 09:44:23,data_exfiltration,резкий рост исходящего трафика,20706.71,10.10.111.48,file_access
user_062,2025-02-05 10:28:37,brute_force_login,много неуспешных входов,451.88,10.20.162.220,login
user_014,2025-02-05 10:30:19,brute_force_login,много неуспешных входов,613.5,10.20.254.21,login
user_021,2025-02-05 10:58:24,unusual_ip_change,необычная смена IP-адреса,807.73,185.220.100.139,login
user_061,2025-02-05 11:13:31,unusual_ip_change,необычная смена IP-адреса,875.64,185.220.100.226,login
user_007,2025-02-05 11:38:21,unusual_ip_change,необычная смена IP-адреса,1518.74,185.220.100.172,login
user_037,2025-02-05 11:40:42,data_exfiltration,резкий рост исходящего трафика,77469.23,10.20.50.79,file_access
user_008,2025-02-05 11:53:09,brute_force_login,много неуспешных входов,408.39,10.20.144.129,login
user_061,2025-02-05 12:02:53,brute_force_login,много неуспешных входов,1078.09,10.10.45.67,login
user_087,2025-02-05 12:12:14,brute_force_login,много неуспешных входов,1104.62,10.10.249.39,login
user_061,2025-02-05 12:28:46,data_exfiltration,резкий рост исходящего трафика,33169.7,10.10.45.67,file_access
user_010,2025-02-05 13:02:07,brute_force_login,много неуспешных входов,735.46,10.20.213.39,login
user_094,2025-02-05 14:02:49,brute_force_login,много неуспешных входов,586.7,10.10.18.123,login
user_049,2025-02-05 14:44:15,brute_force_login,много неуспешных входов,884.61,10.10.234.70,login
user_028,2025-02-05 16:06:22,unusual_ip_change,необычная смена IP-адреса,1480.56,185.220.100.15,login
user_046,2025-02-05 17:06:49,data_exfiltration,резкий рост исходящего трафика,44423.03,10.20.30.119,file_access
user_051,2025-02-05 17:09:55,unusual_ip_change,необычная смена IP-адреса,1012.84,185.220.100.197,login
user_064,2025-02-05 17:48:39,data_exfiltration,резкий рост исходящего трафика,199981.62,10.20.23.25,file_access
user_086,2025-02-05 18:13:51,data_exfiltration,резкий рост исходящего трафика,44364.34,10.10.166.49,file_access
user_001,2025-02-06 00:04:11,unusual_night_activity,активность в нетипичное ночное время,2208.03,10.20.198.28,web_request
user_009,2025-02-06 01:40:40,unusual_night_activity,активность в нетипичное ночное время,2610.66,10.20.213.8,web_request
user_016,2025-02-06 02:09:53,unusual_night_activity,активность в нетипичное ночное время,3497.24,10.20.82.62,file_access
user_007,2025-02-06 02:28:02,unusual_night_activity,активность в нетипичное ночное время,2476.39,10.10.231.201,web_request
user_056,2025-02-06 02:58:15,unusual_night_activity,активность в нетипичное ночное время,4760.96,10.10.34.121,email_access
user_006,2025-02-06 05:27:50,unusual_night_activity,активность в нетипичное ночное время,4915.19,10.10.119.123,file_access
user_009,2025-02-06 05:55:59,unusual_night_activity,активность в нетипичное ночное время,2371.94,10.20.213.8,file_access
user_026,2025-02-06 09:21:09,brute_force_login,много неуспешных входов,707.93,10.20.119.149,login
user_079,2025-02-06 10:23:24,brute_force_login,много неуспешных входов,449.01,10.10.171.72,login
user_044,2025-02-06 10:54:12,unusual_ip_change,необычная смена IP-адреса,1294.47,185.220.100.195,login
user_056,2025-02-06 12:16:47,unusual_ip_change,необычная смена IP-адреса,893.37,185.220.100.131,login
user_070,2025-02-06 12:37:06,unusual_ip_change,необычная смена IP-адреса,1886.68,185.220.100.140,login
user_034,2025-02-06 13:55:23,data_exfiltration,резкий рост исходящего трафика,56092.61,10.10.228.3,file_access
user_079,2025-02-06 14:26:51,data_exfiltration,резкий рост исходящего трафика,31674.23,10.10.171.72,file_access
user_086,2025-02-06 15:11:03,data_exfiltration,резкий рост исходящего трафика,194180.0,10.20.40.116,file_access
user_026,2025-02-06 15:14:55,data_exfiltration,резкий рост исходящего трафика,103113.03,10.20.119.149,file_access
user_028,2025-02-06 15:32:36,data_exfiltration,резкий рост исходящего трафика,38345.15,10.10.133.74,file_access
user_053,2025-02-06 16:00:42,data_exfiltration,резкий рост исходящего трафика,58846.12,10.10.72.71,file_access
user_016,2025-02-06 16:25:14,data_exfiltration,резкий рост исходящего трафика,156912.78,10.20.82.62,file_access
user_067,2025-02-06 16:25:52,brute_force_login,много неуспешных входов,541.01,10.10.184.157,login
user_073,2025-02-06 16:37:26,data_exfiltration,резкий рост исходящего трафика,96675.01,10.10.184.246,file_access
user_001,2025-02-06 17:11:39,data_exfiltration,резкий рост исходящего трафика,61540.92,10.10.22.225,file_access
user_077,2025-02-06 17:41:37,brute_force_login,много неуспешных входов,651.72,10.10.206.233,login
user_016,2025-02-06 17:48:21,unusual_ip_change,необычная смена IP-адреса,1045.67,185.220.100.49,login
user_081,2025-02-06 18:37:17,brute_force_login,много неуспешных входов,803.78,10.10.22.13,login
user_051,2025-02-06 23:01:50,unusual_night_activity,активность в нетипичное ночное время,2968.09,10.20.100.199,web_request
user_030,2025-02-07 01:01:28,unusual_night_activity,активность в нетипичное ночное время,2459.48,10.20.82.27,email_access
user_096,2025-02-07 01:48:54,unusual_night_activity,активность в нетипичное ночное время,2278.82,10.20.61.79,file_access
user_013,2025-02-07 02:00:34,unusual_night_activity,активность в нетипичное ночное время,7360.63,10.10.23.55,web_request
user_044,2025-02-07 02:06:21,unusual_night_activity,активность в нетипичное ночное время,2031.89,10.10.205.228,web_request
user_074,2025-02-07 02:15:11,unusual_night_activity,активность в нетипичное ночное время,2909.46,10.10.77.79,email_access
user_092,2025-02-07 03:52:35,unusual_night_activity,активность в нетипичное ночное время,2345.25,10.10.131.66,file_access
user_058,2025-02-07 04:02:11,unusual_night_activity,активность в нетипичное ночное время,4207.4,10.10.59.143,email_access
user_028,2025-02-07 08:04:10,unusual_ip_change,необычная смена IP-адреса,996.3,185.220.100.15,login
user_026,2025-02-07 08:23:46,unusual_ip_change,необычная смена IP-адреса,2277.82,185.220.100.194,login
user_056,2025-02-07 08:25:47,brute_force_login,много неуспешных входов,541.64,10.10.34.121,login
user_084,2025-02-07 08:51:04,brute_force_login,много неуспешных входов,604.46,10.20.151.137,login
user_064,2025-02-07 09:42:44,unusual_ip_change,необычная смена IP-адреса,1426.21,185.220.100.69,login
user_070,2025-02-07 09:55:45,data_exfiltration,резкий рост исходящего трафика,86251.97,10.10.98.35,file_access
user_080,2025-02-07 10:19:09,brute_force_login,много неуспешных входов,570.76,10.20.116.202,login
user_035,2025-02-07 10:40:35,data_exfiltration,резкий рост исходящего трафика,41000.94,10.20.24.55,file_access
user_076,2025-02-07 11:08:09,unusual_ip_change,необычная смена IP-адреса,827.98,185.220.100.221,login
user_091,2025-02-07 12:09:40,data_exfiltration,резкий рост исходящего трафика,91615.74,10.20.140.147,file_access
user_072,2025-02-07 12:36:36,brute_force_login,много неуспешных входов,622.65,10.10.217.181,login
user_011,2025-02-07 12:58:59,data_exfiltration,резкий рост исходящего трафика,367712.94,10.20.199.216,file_access
user_033,2025-02-07 12:59:46,unusual_ip_change,необычная смена IP-адреса,784.34,185.220.100.209,login
user_036,2025-02-07 13:20:08,data_exfiltration,резкий рост исходящего трафика,76778.14,10.10.61.181,file_access
user_010,2025-02-07 13:40:38,brute_force_login,много неуспешных входов,625.9,10.10.174.180,login
user_045,2025-02-07 13:43:23,data_exfiltration,резкий рост исходящего трафика,51571.92,10.10.118.136,file_access
user_015,2025-02-07 15:37:17,data_exfiltration,резкий рост исходящего трафика,149550.51,10.20.169.112,file_access
user_014,2025-02-07 15:51:56,data_exfiltration,резкий рост исходящего трафика,179946.63,10.20.254.21,file_access
user_090,2025-02-07 16:27:02,brute_force_login,много неуспешных входов,777.78,10.20.150.245,login
user_048,2025-02-07 17:11:28,brute_force_login,много неуспешных входов,700.42,10.20.121.181,login
user_086,2025-02-07 17:11:45,brute_force_login,много неуспешных входов,636.59,10.10.166.49,login
user_092,2025-02-07 17:31:53,data_exfiltration,резкий рост исходящего трафика,43490.65,10.10.131.66,file_access
user_075,2025-02-07 18:08:27,data_exfiltration,резкий рост исходящего трафика,56365.97,10.20.214.56,file_access
user_047,2025-02-07 18:12:46,unusual_ip_change,необычная смена IP-адреса,826.84,185.220.100.236,login
user_005,2025-02-07 18:58:19,brute_force_login,много неуспешных входов,582.36,10.10.17.107,login
user_088,2025-02-07 23:35:46,unusual_night_activity,активность в нетипичное ночное время,3191.62,10.20.248.168,web_request
user_027,2025-02-07 23:41:55,unusual_night_activity,активность в нетипичное ночное время,2432.78,10.10.41.63,file_access
user_087,2025-02-08 01:48:17,unusual_night_activity,активность в нетипичное ночное время,3453.87,10.20.34.91,email_access
user_039,2025-02-08 02:11:18,unusual_night_activity,активность в нетипичное ночное время,2872.86,10.10.75.237,web_request
user_091,2025-02-08 02:21:30,unusual_night_activity,активность в нетипичное ночное время,3909.56,10.10.87.190,email_access
user_060,2025-02-08 02:32:39,unusual_night_activity,активность в нетипичное ночное время,5517.93,10.20.125.63,file_access
user_019,2025-02-08 02:35:16,unusual_night_activity,активность в нетипичное ночное время,3560.51,10.10.86.200,web_request
user_069,2025-02-08 10:06:00,brute_force_login,много неуспешных входов,630.13,10.20.40.96,login
user_004,2025-02-08 10:35:09,data_exfiltration,резкий рост исходящего трафика,68206.38,10.20.227.68,file_access
user_005,2025-02-08 11:14:43,brute_force_login,много неуспешных входов,941.66,10.20.248.118,login
user_046,2025-02-08 12:24:41,data_exfiltration,резкий рост исходящего трафика,136478.19,10.20.30.119,file_access
user_089,2025-02-08 12:47:08,data_exfiltration,резкий рост исходящего трафика,72360.33,10.10.235.154,file_access
user_001,2025-02-08 12:50:10,data_exfiltration,резкий рост исходящего трафика,212754.8,10.10.22.225,file_access
user_062,2025-02-08 13:33:53,data_exfiltration,резкий рост исходящего трафика,108049.0,10.10.33.216,file_access
user_083,2025-02-08 14:08:31,data_exfiltration,резкий рост исходящего трафика,37874.36,10.10.56.30,file_access
user_069,2025-02-08 14:12:01,data_exfiltration,резкий рост исходящего трафика,65428.96,10.20.40.96,file_access
user_028,2025-02-08 14:28:43,data_exfiltration,резкий рост исходящего трафика,43733.67,10.20.72.221,file_access
user_015,2025-02-08 15:06:05,unusual_ip_change,необычная смена IP-адреса,816.07,185.220.100.106,login
user_062,2025-02-08 16:40:29,unusual_ip_change,необычная смена IP-адреса,1375.97,185.220.100.32,login
user_053,2025-02-08 16:45:01,data_exfiltration,резкий рост исходящего трафика,66218.63,10.20.12.164,file_access
user_100,2025-02-08 16:57:50,unusual_ip_change,необычная смена IP-адреса,1435.47,185.220.100.115,login
user_052,2025-02-08 18:17:01,data_exfiltration,резкий рост исходящего трафика,65108.63,10.10.217.220,file_access
user_013,2025-02-08 18:42:50,brute_force_login,много неуспешных входов,417.41,10.10.23.55,login
user_025,2025-02-08 18:45:24,data_exfiltration,резкий рост исходящего трафика,109009.95,10.10.253.82,file_access
user_093,2025-02-08 22:01:32,unusual_night_activity,активность в нетипичное ночное время,5700.38,10.20.80.131,email_access
user_021,2025-02-08 22:04:17,unusual_night_activity,активность в нетипичное ночное время,4122.75,10.10.32.176,email_access
user_039,2025-02-08 22:57:36,unusual_night_activity,активность в нетипичное ночное время,7813.37,10.20.129.158,web_request
user_082,2025-02-08 23:33:11,unusual_night_activity,активность в нетипичное ночное время,4109.73,10.20.133.197,web_request
user_070,2025-02-09 00:35:13,unusual_night_activity,активность в нетипичное ночное время,2283.62,10.10.98.35,file_access
user_067,2025-02-09 02:37:54,unusual_night_activity,активность в нетипичное ночное время,4797.9,10.20.22.124,email_access
user_029,2025-02-09 02:44:48,unusual_night_activity,активность в нетипичное ночное время,6683.23,10.20.27.211,web_request
user_030,2025-02-09 02:44:55,unusual_night_activity,активность в нетипичное ночное время,3851.38,10.20.82.27,email_access
user_037,2025-02-09 02:56:32,unusual_night_activity,активность в нетипичное ночное время,1689.13,10.10.11.128,web_request
user_095,2025-02-09 02:59:34,unusual_night_activity,активность в нетипичное ночное время,3422.73,10.20.190.28,web_request
user_022,2025-02-09 04:57:08,unusual_night_activity,активность в нетипичное ночное время,2312.77,10.10.45.71,web_request
user_095,2025-02-09 05:21:45,unusual_night_activity,активность в нетипичное ночное время,2018.37,10.10.17.17,file_access
user_063,2025-02-09 05:41:42,unusual_night_activity,активность в нетипичное ночное время,2216.06,10.10.245.181,web_request
user_025,2025-02-09 08:00:33,unusual_ip_change,необычная смена IP-адреса,1451.01,185.220.100.45,login
user_064,2025-02-09 08:40:45,unusual_ip_change,необычная смена IP-адреса,1612.86,185.220.100.69,login
user_021,2025-02-09 08:55:26,data_exfiltration,резкий рост исходящего трафика,74516.6,10.20.116.174,file_access
user_077,2025-02-09 09:32:03,data_exfiltration,резкий рост исходящего трафика,44875.51,10.10.206.233,file_access
user_054,2025-02-09 09:44:48,brute_force_login,много неуспешных входов,513.65,10.10.213.86,login
user_029,2025-02-09 10:26:02,unusual_ip_change,необычная смена IP-адреса,1811.79,185.220.100.182,login
user_090,2025-02-09 10:46:17,data_exfiltration,резкий рост исходящего трафика,71043.6,10.10.146.139,file_access
user_011,2025-02-09 11:24:46,unusual_ip_change,необычная смена IP-адреса,2700.58,185.220.100.67,login
user_014,2025-02-09 11:29:56,data_exfiltration,резкий рост исходящего трафика,54104.96,10.20.254.21,file_access
user_039,2025-02-09 12:02:34,unusual_ip_change,необычная смена IP-адреса,1583.88,185.220.100.213,login
user_020,2025-02-09 12:04:59,data_exfiltration,резкий рост исходящего трафика,68857.53,10.10.248.18,file_access
user_008,2025-02-09 12:37:27,brute_force_login,много неуспешных входов,529.04,10.20.144.129,login
user_078,2025-02-09 13:27:14,unusual_ip_change,необычная смена IP-адреса,1456.95,185.220.100.152,login
user_026,2025-02-09 13:43:44,unusual_ip_change,необычная смена IP-адреса,1004.12,185.220.100.194,login
user_100,2025-02-09 14:24:02,data_exfiltration,резкий рост исходящего трафика,25725.47,10.20.128.190,file_access
user_078,2025-02-09 15:55:20,data_exfiltration,резкий рост исходящего трафика,84585.69,10.20.209.227,file_access
user_091,2025-02-09 16:45:07,unusual_ip_change,необычная смена IP-адреса,1499.87,185.220.100.236,login
user_031,2025-02-09 17:20:41,brute_force_login,много неуспешных входов,324.55,10.10.139.250,login
user_099,2025-02-09 17:35:47,data_exfiltration,резкий рост исходящего трафика,183308.45,10.20.214.17,file_access
user_044,2025-02-09 18:38:35,unusual_ip_change,необычная смена IP-адреса,1108.9,185.220.100.195,login
user_027,2025-02-10 00:04:44,unusual_night_activity,активность в нетипичное ночное время,2573.22,10.10.41.63,email_access
user_087,2025-02-10 02:30:28,unusual_night_activity,активность в нетипичное ночное время,5156.51,10.20.34.91,web_request
user_060,2025-02-10 02:43:53,unusual_night_activity,активность в нетипичное ночное время,2076.06,10.10.137.17,file_access
user_098,2025-02-10 02:56:19,unusual_night_activity,активность в нетипичное ночное время,5367.63,10.20.85.107,file_access
user_089,2025-02-10 03:54:56,unusual_night_activity,активность в нетипичное ночное время,3411.05,10.20.9.68,file_access
user_040,2025-02-10 09:38:02,data_exfiltration,резкий рост исходящего трафика,69061.83,10.10.205.213,file_access
user_032,2025-02-10 09:59:27,brute_force_login,много неуспешных входов,659.43,10.10.243.232,login
user_009,2025-02-10 10:11:46,data_exfiltration,резкий рост исходящего трафика,75640.26,10.10.196.140,file_access
user_078,2025-02-10 10:33:31,unusual_ip_change,необычная смена IP-адреса,1859.89,185.220.100.152,login
user_014,2025-02-10 10:46:07,unusual_ip_change,необычная смена IP-адреса,1383.69,185.220.100.211,login
user_091,2025-02-10 11:19:14,unusual_ip_change,необычная смена IP-адреса,1344.83,185.220.100.236,login
user_071,2025-02-10 11:20:40,unusual_ip_change,необычная смена IP-адреса,2133.39,185.220.100.73,login
