sequence_index,y_true,reconstruction_error,pred
2410,0,202816.5,1
2411,0,72978.74,0
2412,1,126786.73,0
2413,0,135161.3,0
2414,1,192482.64,1
2415,1,132707.27,0
2416,0,110898.0,0
2417,1,79059.5,0
2418,1,85149.75,0
2419,0,108841.98,0
2420,1,176798.08,0
2421,1,108161.66,0
2422,0,50649.07,0
2423,0,116570.75,0
2424,1,105943.06,0
2425,1,137989.88,0
2426,1,73271.36,0
2427,1,176117.58,0
2428,1,148265.05,0
2429,1,115898.89,0
2430,0,58031.56,0
2431,1,66498.125,0
2432,1,147280.11,0
2433,1,130332.68,0
2434,0,199568.92,1
2435,0,98563.55,0
2436,1,118689.83,0
2437,1,91129.6,0
2438,0,61201.95,0
2439,0,101524.97,0
2440,1,92937.88,0
2441,1,31440.84,0
2442,0,159903.02,0
2443,1,217623.31,1
2444,0,134742.62,0
2445,0,124912.1,0
2446,0,137458.77,0
2447,0,100277.58,0
2448,1,165165.23,0
2449,0,178054.2,1
2450,1,62968.547,0
2451,1,161635.55,0
2452,0,128594.71,0
2453,0,85119.62,0
2454,1,93790.41,0
2455,1,115827.79,0
2456,1,120134.52,0
2457,1,51798.09,0
2458,1,131450.66,0
2459,0,153524.45,0
2460,0,65781.234,0
2461,0,90606.05,0
2462,0,107147.07,0
2463,0,137850.69,0
2464,0,111405.3,0
2465,0,105151.49,0
2466,0,190082.19,1
2467,0,176856.16,0
2468,0,147210.45,0
2469,0,96569.21,0
2470,1,102864.68,0
2471,1,128682.29,0
2472,1,122549.89,0
2473,1,172791.6,0
2474,0,117860.36,0
2475,1,177957.66,1
2476,1,76979.66,0
2477,1,119746.98,0
2478,0,104029.87,0
2479,1,161909.36,0
2480,1,119996.09,0
2481,0,132603.6,0
2482,1,161600.4,0
2483,1,119741.08,0
2484,0,98081.37,0
2485,0,142464.7,0
2486,1,149115.3,0
2487,0,110625.59,0
2488,1,120418.69,0
2489,1,124021.81,0
2490,0,152580.64,0
2491,1,97103.99,0
2492,1,169958.72,0
2493,1,148668.19,0
2494,0,139470.98,0
2495,1,98836.44,0
2496,1,106311.46,0
2497,1,104245.3,0
2498,0,110943.6,0
2499,1,166736.31,0
2500,1,115219.83,0
2501,0,67100.92,0
2502,1,103250.79,0
2503,1,212172.3,1
2504,1,111929.04,0
2505,0,91994.81,0
2506,1,170780.52,0
2507,1,166119.31,0
2508,0,109684.89,0
2509,0,133204.77,0
2510,0,78402.68,0
2511,1,131428.95,0
2512,0,54552.355,0
2513,0,90463.76,0
2514,1,180559.52,1
2515,0,146209.02,0
2516,1,113463.55,0
2517,0,71286.73,0
2518,1,189362.73,1
2519,1,119111.34,0
2520,1,156549.55,0
2521,1,136072.03,0
2522,1,120436.42,0
2523,1,68523.65,0
2524,0,148010.7,0
2525,0,143299.69,0
2526,1,110105.24,0
2527,1,126556.35,0
2528,0,164748.66,0
2529,0,121412.69,0
2530,0,108229.53,0
2531,1,179387.34,1
2532,1,167213.64,0
2533,0,101800.73,0
2534,1,175169.52,0
2535,0,44334.887,0
2536,1,145416.44,0
2537,1,129875.95,0
2538,0,167342.56,0
2539,0,142849.78,0
2540,1,134586.81,0
2541,1,90987.46,0
2542,0,136762.16,0
2543,0,128918.77,0
2544,0,130066.96,0
2545,0,41414.34,0
2546,1,104888.41,0
2547,1,130426.65,0
2548,1,89741.67,0
2549,0,75926.42,0
2550,0,74818.79,0
2551,0,190235.8,1
2552,1,197874.62,1
2553,1,89413.97,0
2554,0,129682.89,0
2555,0,176699.45,0
2556,0,99882.09,0
2557,1,116058.84,0
2558,1,146183.52,0
2559,0,70071.414,0
2560,1,97071.14,0
2561,1,195784.9,1
2562,1,165585.16,0
2563,1,130937.65,0
2564,0,100122.07,0
2565,1,97477.03,0
2566,0,124541.13,0
2567,0,137724.66,0
2568,1,88921.76,0
2569,1,114023.23,0
2570,0,137579.88,0
2571,0,130238.76,0
2572,0,128016.78,0
2573,1,158320.94,0
2574,0,108942.04,0
2575,1,213930.77,1
2576,0,129465.59,0
2577,1,115426.55,0
2578,1,152328.42,0
2579,0,125992.18,0
2580,1,156037.47,0
2581,0,117956.02,0
2582,0,91211.47,0
2583,1,101613.76,0
2584,1,173261.84,0
2585,0,148685.06,0
2586,1,113611.24,0
2587,0,149093.81,0
2588,0,114242.78,0
2589,0,115002.57,0
2590,0,156650.53,0
2591,0,95052.21,0
2592,1,111217.5,0
2593,0,156673.7,0
2594,1,62375.98,0
2595,0,113933.22,0
2596,0,151963.69,0
2597,1,151124.39,0
2598,1,102210.8,0
2599,0,95455.48,0
2600,1,192724.62,1
2601,0,135701.81,0
2602,1,91092.92,0
2603,0,151798.56,0
2604,1,52626.816,0
2605,1,129898.44,0
2606,1,90467.33,0
2607,1,148257.6,0
2608,1,93423.5,0
2609,0,122924.16,0
2610,1,122905.36,0
2611,1,135957.16,0
2612,1,183745.81,1
2613,1,92027.97,0
2614,1,90929.41,0
2615,1,147601.78,0
2616,1,134514.14,0
2617,0,75114.23,0
2618,1,189873.64,1
2619,0,60331.94,0
2620,0,111763.17,0
2621,1,107044.1,0
2622,1,69923.51,0
2623,0,71474.42,0
2624,1,120140.43,0
2625,0,98972.24,0
2626,1,82963.6,0
2627,0,57384.387,0
2628,1,105994.56,0
2629,0,122847.39,0
2630,0,110992.21,0
2631,0,103747.38,0
2632,1,79141.35,0
2633,0,109450.91,0
2634,1,125415.26,0
2635,0,170197.64,0
2636,0,145096.23,0
2637,1,147668.7,0
2638,1,141741.3,0
2639,0,101468.18,0
2640,0,141726.9,0
2641,0,143019.66,0
2642,1,115633.64,0
2643,1,91585.83,0
2644,1,207547.88,1
2645,0,130041.7,0
2646,1,106514.93,0
2647,0,43588.29,0
2648,0,114330.51,0
2649,0,141401.3,0
2650,0,103950.87,0
2651,1,176308.6,0
2652,0,134229.2,0
2653,0,109835.68,0
2654,0,150276.88,0
2655,0,78500.11,0
2656,1,101535.04,0
2657,0,223041.2,1
2658,0,151515.02,0
2659,1,103203.43,0
2660,0,154978.36,0
2661,1,101352.95,0
2662,1,204149.92,1
2663,1,79763.76,0
2664,1,133456.89,0
2665,1,188708.02,1
2666,0,107176.39,0
2667,1,170408.84,0
2668,1,99090.11,0
2669,0,119374.17,0
2670,1,206075.86,1
2671,0,87093.38,0
2672,0,89428.42,0
2673,1,121858.34,0
2674,1,92771.49,0
2675,1,107117.66,0
2676,1,60979.07,0
2677,0,124301.22,0
2678,0,127119.54,0
2679,0,147371.95,0
2680,1,118254.32,0
2681,0,125563.72,0
2682,1,86744.45,0
2683,1,144471.28,0
2684,0,150177.06,0
2685,1,129106.21,0
2686,1,153386.42,0
2687,0,130212.7,0
2688,0,130448.65,0
2689,0,106624.73,0
2690,1,79902.17,0
2691,1,111272.8,0
2692,1,91808.9,0
2693,0,79662.33,0
2694,0,157877.22,0
2695,0,136163.38,0
2696,0,110385.01,0
2697,1,113899.35,0
2698,0,91146.63,0
2699,0,151339.52,0
2700,0,112418.56,0
2701,0,101569.4,0
2702,0,105793.81,0
2703,0,80964.48,0
2704,0,110717.98,0
2705,0,95898.85,0
2706,1,65468.547,0
2707,0,132107.9,0
2708,0,87168.78,0
2709,0,88773.81,0
2710,1,154952.67,0
2711,0,101391.93,0
2712,1,118641.61,0
2713,1,163098.53,0
2714,0,121751.26,0
2715,0,126900.06,0
2716,1,126107.32,0
2717,0,138985.67,0
2718,0,97942.59,0
2719,1,155081.56,0
2720,0,88650.99,0
2721,0,81573.266,0
2722,0,121266.88,0
2723,0,82206.54,0
2724,0,168903.36,0
2725,1,101779.7,0
2726,0,124162.83,0
2727,1,93521.63,0
2728,1,102429.65,0
2729,0,123798.12,0
2730,0,64907.74,0
2731,1,107052.46,0
2732,0,183878.9,1
2733,1,69052.8,0
2734,0,135452.25,0
2735,1,111654.48,0
2736,0,177444.5,0
2737,0,118999.12,0
2738,0,57835.33,0
2739,0,71830.375,0
2740,1,158331.52,0
2741,0,135876.64,0
2742,1,93020.4,0
2743,1,185847.16,1
2744,0,124867.35,0
2745,0,150441.89,0
2746,0,107842.38,0
2747,0,77377.9,0
2748,1,97051.89,0
2749,1,121873.29,0
2750,0,96690.88,0
2751,0,112787.05,0
2752,0,141019.1,0
2753,1,103607.21,0
2754,1,180086.72,1
2755,1,116836.58,0
2756,0,143706.7,0
2757,1,177846.19,1
2758,0,88430.24,0
2759,0,132262.22,0
2760,0,154460.52,0
2761,0,116252.3,0
2762,1,130719.93,0
2763,0,82716.85,0
2764,1,153244.27,0
2765,1,74289.72,0
2766,0,129118.0,0
2767,0,76788.01,0
2768,0,145285.36,0
2769,0,127984.19,0
2770,0,74968.78,0
2771,0,122442.48,0
2772,0,117396.78,0
2773,0,150114.34,0
2774,0,120676.88,0
2775,0,135427.88,0
2776,0,103514.33,0
2777,0,117435.65,0
2778,1,133415.27,0
2779,1,109180.35,0
2780,0,116365.0,0
2781,0,162337.33,0
2782,0,156807.31,0
2783,0,147177.67,0
2784,1,98972.19,0
2785,0,124864.15,0
2786,1,107397.2,0
2787,0,140747.84,0
2788,1,166801.9,0
2789,1,106875.97,0
2790,1,102899.13,0
2791,1,94223.55,0
2792,0,123130.69,0
2793,0,150022.62,0
2794,1,131200.55,0
2795,1,44342.6,0
2796,0,104111.35,0
2797,0,84790.46,0
2798,1,119721.97,0
2799,1,130070.07,0
2800,0,165454.84,0
2801,0,144789.77,0
2802,0,96786.68,0
2803,1,48438.62,0
2804,1,112094.44,0
2805,1,167772.72,0
2806,0,124083.49,0
2807,0,103739.39,0
2808,0,191537.36,1
2809,1,96887.85,0
2810,0,86663.74,0
2811,0,145753.55,0
2812,1,163697.6,0
2813,0,83535.98,0
2814,1,77719.664,0
2815,1,95044.93,0
2816,0,114358.98,0
2817,0,187680.58,1
2818,0,164775.5,0
2819,1,157201.75,0
2820,0,84366.85,0
2821,1,123036.08,0
2822,1,160604.16,0
2823,1,156409.42,0
2824,0,75048.96,0
2825,1,161354.5,0
2826,1,93986.65,0
2827,0,112268.5,0
2828,1,55285.01,0
2829,0,97546.96,0
2830,0,79300.695,0
2831,1,39944.62,0
2832,1,84667.97,0
2833,0,116079.17,0
2834,1,96265.96,0
2835,1,116943.64,0
2836,1,102223.49,0
2837,0,125096.32,0
2838,1,127519.54,0
2839,0,149991.08,0
2840,0,128563.36,0
2841,1,98310.08,0
2842,0,161333.05,0
2843,0,107827.7,0
2844,1,94824.98,0
2845,1,110371.18,0
2846,1,181040.72,1
2847,0,143051.42,0
2848,0,146406.97,0
2849,0,143573.22,0
2850,1,75416.16,0
2851,1,183277.69,1
2852,1,78001.02,0
2853,1,168877.14,0
2854,0,96440.45,0
2855,1,111211.2,0
2856,1,122793.65,0
2857,1,164462.7,0
2858,1,154368.36,0
2859,1,179081.6,1
2860,0,122425.02,0
2861,0,175572.95,0
2862,1,148712.47,0
2863,0,141416.81,0
2864,1,153064.45,0
2865,0,145418.8,0
2866,0,161402.16,0
2867,1,156235.66,0
2868,0,141974.83,0
2869,1,81238.36,0
2870,0,158096.17,0
2871,0,106520.34,0
2872,1,129848.83,0
2873,0,89685.53,0
2874,0,92839.18,0
2875,0,115714.49,0
2876,1,105818.99,0
2877,0,155180.89,0
2878,0,167621.88,0
2879,0,62248.273,0
2880,0,155202.05,0
2881,0,107893.21,0
2882,0,123905.41,0
2883,1,105586.17,0
2884,0,134005.98,0
2885,0,75119.58,0
2886,0,176923.0,0
2887,1,214531.36,1
2888,0,136161.7,0
2889,1,112190.67,0
2890,0,86885.01,0
2891,1,162575.36,0
2892,0,122836.34,0
2893,1,160014.95,0
2894,0,94917.04,0
2895,1,137129.75,0
2896,0,118568.33,0
2897,1,176670.5,0
2898,0,87442.31,0
2899,0,98949.97,0
2900,0,124604.25,0
2901,0,58463.137,0
2902,1,122870.63,0
2903,0,147073.92,0
2904,1,180794.78,1
2905,1,162422.02,0
2906,1,150873.23,0
2907,1,117700.71,0
2908,1,114830.94,0
2909,0,79529.69,0
2910,1,142751.1,0
2911,1,118819.51,0
2912,0,116199.87,0
2913,0,65482.305,0
2914,1,141663.73,0
2915,0,110355.99,0
2916,1,165659.94,0
2917,0,119480.9,0
2918,1,138809.48,0
2919,1,117232.3,0
2920,1,125169.43,0
2921,0,94200.0,0
2922,0,89448.53,0
2923,1,200271.3,1
2924,1,88548.12,0
2925,1,132447.58,0
2926,1,108763.32,0
2927,0,89418.16,0
2928,0,118227.72,0
2929,0,112379.2,0
2930,0,97000.55,0
2931,0,71539.13,0
2932,0,66772.12,0
2933,1,122018.27,0
2934,0,105049.77,0
2935,1,82158.45,0
2936,0,103075.42,0
2937,1,85281.13,0
2938,1,142219.4,0
2939,1,225400.66,1
2940,0,112493.24,0
2941,0,91036.98,0
2942,1,104190.36,0
2943,0,141153.3,0
2944,0,125994.4,0
2945,1,81411.69,0
2946,0,78351.01,0
2947,1,132262.9,0
2948,0,154773.44,0
2949,0,72379.67,0
2950,1,90414.78,0
2951,0,149198.31,0
2952,1,146293.77,0
2953,1,155127.42,0
2954,1,113258.68,0
2955,0,66075.56,0
2956,0,181723.64,1
2957,0,133962.08,0
2958,1,148803.58,0
2959,0,96862.16,0
2960,1,190377.4,1
2961,1,116309.35,0
2962,0,103641.73,0
2963,0,171978.02,0
2964,0,197611.8,1
2965,0,175497.38,0
2966,0,153989.86,0
2967,0,140695.4,0
2968,1,88216.25,0
2969,0,110135.49,0
2970,1,199777.12,1
2971,0,99476.64,0
2972,1,132145.44,0
2973,1,159301.45,0
2974,1,150958.23,0
2975,0,130503.18,0
2976,1,94373.61,0
2977,1,103225.79,0
2978,0,96172.59,0
2979,0,134594.34,0
2980,1,124347.34,0
2981,0,70923.77,0
2982,0,160129.75,0
2983,0,183253.22,1
2984,0,85233.4,0
2985,1,130784.77,0
2986,0,152391.3,0
2987,0,71706.51,0
2988,0,69245.12,0
2989,0,140579.08,0
2990,1,132914.23,0
2991,0,93357.43,0
2992,0,186781.56,1
2993,0,82064.08,0
2994,0,126385.32,0
2995,1,135979.58,0
2996,0,102057.25,0
2997,1,115317.48,0
2998,1,175604.28,0
2999,0,150283.08,0
3000,1,128017.6,0
3001,1,217262.42,1
3002,1,108370.59,0
3003,0,197153.2,1
3004,1,188474.8,1
3005,1,139480.89,0
3006,0,99088.68,0
3007,1,180642.19,1
3008,1,96503.77,0
3009,1,127035.88,0
3010,1,140057.77,0
3011,1,151085.28,0
3012,1,121280.52,0
3013,1,138318.89,0
3014,1,194532.42,1
3015,0,101029.34,0
3016,0,98665.19,0
3017,0,81515.12,0
3018,0,55162.344,0
3019,0,116528.35,0
3020,0,168570.78,0
3021,1,109650.13,0
3022,0,109403.22,0
3023,1,123636.52,0
3024,1,145697.64,0
3025,1,171008.22,0
3026,1,99922.16,0
3027,0,166743.19,0
3028,0,128736.06,0
3029,1,87150.5,0
3030,0,123719.65,0
3031,0,119637.93,0
3032,0,78199.63,0
3033,1,142051.19,0
3034,1,102241.99,0
3035,1,174186.3,0
3036,1,99441.83,0
3037,1,95894.87,0
3038,1,132933.14,0
3039,0,79547.05,0
3040,1,134984.81,0
3041,0,151208.55,0
3042,1,140851.73,0
3043,0,102564.42,0
3044,0,85325.24,0
3045,0,158147.05,0
3046,0,75576.805,0
3047,1,147937.56,0
3048,0,126047.27,0
3049,1,190942.31,1
3050,1,137601.7,0
3051,1,87178.86,0
3052,0,152804.45,0
3053,0,110734.62,0
3054,1,162143.88,0
3055,0,129749.65,0
3056,1,101426.76,0
3057,1,79362.51,0
3058,0,153902.45,0
3059,0,137474.48,0
3060,0,140595.6,0
3061,1,71597.48,0
3062,1,113773.28,0
3063,0,138532.8,0
3064,0,77226.086,0
3065,0,134952.84,0
3066,1,149772.1,0
3067,1,147643.8,0
3068,0,138883.02,0
3069,1,153097.34,0
3070,0,126774.04,0
3071,1,124650.5,0
3072,0,114444.36,0
3073,1,83639.8,0
3074,0,66173.4,0
3075,0,97778.75,0
3076,0,102651.87,0
3077,1,117335.4,0
3078,1,180352.52,1
3079,0,140364.4,0
3080,0,66449.734,0
3081,1,169470.12,0
3082,1,162569.16,0
3083,1,104694.37,0
3084,0,121594.85,0
3085,0,131620.4,0
3086,0,102632.13,0
3087,1,153101.98,0
3088,1,113753.11,0
3089,1,121824.59,0
3090,0,152134.12,0
3091,1,60386.15,0
3092,1,47988.23,0
3093,0,183640.05,1
3094,0,83861.875,0
3095,0,108623.9,0
3096,0,110592.39,0
3097,1,62161.4,0
3098,1,97558.28,0
3099,0,148910.98,0
3100,1,136653.45,0
3101,1,125268.85,0
3102,0,166786.06,0
3103,0,143016.66,0
3104,0,152303.9,0
3105,1,123392.1,0
3106,0,108953.86,0
3107,0,167904.48,0
3108,1,164428.53,0
3109,0,116804.94,0
3110,1,118315.21,0
3111,0,96473.55,0
3112,1,140765.38,0
3113,1,117292.01,0
3114,0,91947.33,0
3115,0,70283.88,0
3116,0,116187.95,0
3117,1,129143.31,0
3118,0,87453.87,0
3119,0,62946.95,0
3120,1,102002.18,0
3121,0,160003.52,0
3122,1,114874.59,0
3123,0,100524.45,0
3124,0,134996.48,0
3125,1,120983.47,0
3126,1,107833.53,0
3127,1,128127.52,0
3128,1,110225.55,0
3129,1,108590.23,0
3130,1,71182.47,0
3131,1,151175.81,0
3132,1,241743.81,1
3133,0,171152.12,0
3134,1,184411.84,1
3135,1,175392.42,0
3136,0,68957.62,0
3137,1,116905.39,0
3138,1,163322.84,0
3139,0,178883.27,1
3140,0,70866.94,0
3141,0,230429.94,1
3142,1,161415.19,0
3143,1,43552.113,0
3144,0,107148.38,0
3145,1,127863.47,0
3146,1,210525.56,1
3147,0,132770.2,0
3148,1,105738.36,0
3149,1,113134.35,0
3150,0,138176.55,0
3151,1,166384.34,0
3152,1,134574.86,0
3153,1,187243.12,1
3154,0,112869.58,0
3155,1,43933.547,0
3156,1,118818.31,0
3157,0,156467.58,0
3158,1,67185.875,0
3159,1,139474.4,0
3160,1,121136.79,0
3161,1,150919.55,0
3162,0,155631.56,0
3163,1,97566.79,0
3164,1,170403.2,0
3165,0,99037.97,0
3166,1,130101.23,0
3167,0,138671.27,0
3168,0,132163.23,0
3169,1,104391.57,0
3170,1,196521.2,1
3171,0,81786.43,0
3172,0,110646.68,0
3173,1,141390.19,0
3174,1,134207.72,0
3175,0,134909.6,0
3176,0,96796.25,0
3177,0,102903.48,0
3178,0,120166.14,0
3179,0,117655.54,0
3180,0,135841.77,0
3181,1,102204.94,0
3182,1,107551.81,0
3183,1,141114.39,0
3184,0,122285.45,0
3185,1,108514.76,0
3186,1,61048.74,0
3187,0,76149.09,0
3188,1,129176.69,0
3189,1,134938.19,0
3190,1,216270.6,1
3191,0,113666.24,0
3192,1,178200.58,1
3193,0,96874.7,0
3194,0,112154.57,0
3195,1,90266.62,0
3196,1,124657.27,0
3197,0,149243.36,0
3198,1,167246.06,0
3199,0,85132.09,0
3200,0,107132.49,0
3201,0,91647.59,0
3202,0,145338.1,0
3203,0,174606.06,0
3204,1,54889.016,0
3205,1,157419.73,0
3206,1,124429.31,0
3207,1,143584.39,0
3208,0,115839.69,0
3209,1,100808.59,0
3210,0,147171.7,0
3211,1,103049.36,0
3212,1,77977.39,0
3213,0,108531.0,0
3214,0,114042.29,0
3215,0,150606.02,0
3216,1,91434.67,0
3217,1,165927.2,0
3218,0,137650.45,0
3219,0,140520.86,0
3220,1,84767.22,0
3221,1,166967.36,0
3222,0,154194.9,0
3223,1,153955.34,0
3224,1,205812.34,1
3225,1,178126.81,1
3226,0,99939.37,0
3227,0,109008.94,0
3228,0,148982.33,0
3229,1,113176.01,0
3230,0,107196.77,0
3231,0,202546.78,1
3232,0,102124.88,0
3233,0,106362.21,0
3234,0,140945.23,0
3235,1,92282.98,0
3236,1,111741.72,0
3237,0,130883.96,0
3238,0,100787.37,0
3239,0,88303.23,0
3240,0,114030.57,0
3241,0,70719.945,0
3242,0,76624.42,0
3243,0,168999.02,0
3244,1,108287.08,0
3245,1,114193.81,0
3246,0,114785.93,0
3247,1,182131.06,1
3248,0,92334.14,0
3249,1,93580.33,0
3250,1,127031.95,0
3251,0,143937.1,0
3252,1,128784.69,0
3253,0,170904.28,0
3254,1,196645.27,1
3255,1,88266.07,0
3256,1,108985.25,0
3257,1,153617.73,0
3258,0,107048.04,0
3259,1,127321.75,0
3260,0,142461.7,0
3261,0,140742.05,0
3262,1,114605.39,0
3263,1,140737.62,0
3264,1,114395.39,0
3265,0,159602.47,0
3266,1,81714.48,0
3267,1,181861.77,1
3268,0,170960.66,0
3269,1,122694.01,0
3270,0,163027.39,0
3271,0,103045.27,0
3272,1,84303.15,0
3273,1,58620.91,0
3274,0,142458.8,0
3275,0,108805.15,0
3276,0,134562.34,0
3277,1,85759.8,0
3278,0,88194.3,0
3279,1,112087.04,0
3280,0,122407.97,0
3281,1,110682.57,0
3282,1,89535.51,0
3283,0,112112.45,0
3284,0,156934.73,0
3285,1,118715.54,0
3286,1,142691.72,0
3287,0,199129.45,1
3288,0,187509.62,1
3289,0,114428.98,0
3290,0,91985.93,0
3291,0,105433.41,0
3292,1,21417.078,0
3293,0,55531.15,0
3294,0,74957.88,0
3295,1,145163.34,0
3296,1,124821.62,0
3297,0,164005.6,0
3298,1,130522.26,0
3299,0,146323.45,0
3300,0,125822.44,0
3301,1,152892.97,0
3302,1,96653.05,0
3303,0,99299.13,0
3304,1,135832.69,0
3305,0,109554.78,0
3306,0,205098.66,1
3307,1,133766.88,0
3308,0,128528.03,0
3309,1,192329.36,1
3310,0,119267.84,0
3311,0,159237.19,0
3312,1,81231.37,0
3313,0,134001.33,0
3314,0,130124.25,0
3315,1,157593.06,0
3316,0,190980.38,1
3317,0,104070.89,0
3318,0,137804.27,0
3319,0,95944.36,0
3320,0,57404.914,0
3321,0,122067.98,0
3322,0,134889.1,0
3323,1,116374.48,0
3324,1,124568.85,0
3325,1,105573.8,0
3326,1,171858.69,0
3327,1,129446.18,0
3328,0,138337.98,0
3329,1,106023.76,0
3330,1,109521.99,0
3331,0,117530.52,0
3332,1,167850.66,0
3333,0,135913.34,0
3334,0,126564.97,0
3335,0,135656.39,0
3336,1,171086.92,0
3337,0,125269.59,0
3338,0,147821.56,0
3339,0,154245.14,0
3340,0,136114.27,0
3341,0,173513.22,0
3342,1,203089.1,1
3343,0,162378.88,0
3344,1,126852.64,0
3345,1,79181.79,0
3346,1,67355.05,0
3347,0,106495.61,0
3348,0,176580.34,0
3349,1,172294.56,0
3350,1,175983.81,0
3351,0,134436.31,0
3352,0,127560.92,0
3353,0,128430.94,0
3354,1,106994.83,0
3355,0,110310.08,0
3356,1,63209.887,0
3357,0,160435.1,0
3358,0,159448.12,0
3359,1,98526.23,0
3360,1,59375.016,0
3361,1,129578.89,0
3362,0,130198.27,0
3363,1,122859.79,0
3364,1,136891.95,0
3365,1,158616.27,0
3366,0,189320.2,1
3367,0,145930.67,0
3368,0,92412.71,0
3369,0,131162.17,0
3370,0,102673.19,0
3371,1,63356.074,0
3372,0,100033.99,0
3373,1,77265.09,0
3374,0,113390.42,0
3375,0,102165.54,0
3376,1,104870.88,0
3377,1,134567.72,0
3378,0,90156.72,0
3379,0,110836.2,0
3380,1,125556.64,0
3381,0,120213.18,0
3382,1,41778.254,0
3383,0,138559.77,0
3384,0,142642.06,0
3385,0,49947.16,0
3386,1,97164.05,0
3387,1,171716.44,0
3388,0,108001.69,0
3389,0,99158.26,0
3390,1,162161.88,0
3391,0,72803.87,0
3392,1,135862.75,0
3393,0,157284.14,0
3394,1,211677.92,1
3395,0,120073.87,0
3396,1,166109.98,0
3397,0,147449.1,0
3398,0,71461.74,0
3399,1,104676.68,0
3400,1,154891.77,0
3401,1,223132.62,1
3402,1,132973.45,0
3403,0,95322.78,0
3404,1,116327.7,0
3405,0,153366.9,0
3406,0,167727.84,0
3407,0,149680.27,0
3408,1,154848.62,0
3409,1,139138.62,0
3410,0,87881.53,0
3411,1,149935.45,0
3412,0,105454.57,0
3413,1,129197.72,0
3414,1,163592.56,0
3415,0,72083.84,0
3416,0,87429.94,0
3417,1,74381.43,0
3418,1,108387.8,0
3419,0,133766.5,0
3420,0,138221.06,0
3421,1,131049.03,0
3422,1,133928.08,0
3423,1,99037.25,0
3424,1,89146.16,0
3425,1,48960.21,0
3426,1,139342.75,0
3427,0,65882.74,0
3428,1,155729.69,0
3429,1,126972.8,0
3430,0,127952.39,0
3431,0,145547.16,0
3432,1,141494.16,0
3433,0,160825.94,0
3434,0,151038.44,0
3435,0,122561.64,0
3436,0,126119.77,0
3437,1,191217.5,1
3438,0,163471.84,0
3439,1,147719.16,0
3440,0,136106.27,0
3441,0,101698.28,0
3442,1,149331.88,0
3443,1,94498.52,0
3444,0,181733.34,1
3445,1,127288.38,0
3446,0,139507.92,0
3447,1,96232.62,0
3448,0,104036.68,0
3449,0,154213.89,0
3450,1,149319.61,0
3451,1,188103.34,1
3452,1,161375.72,0
3453,0,85576.49,0
3454,1,133496.9,0
3455,0,148109.77,0
3456,0,140875.9,0
3457,0,117827.7,0
3458,0,82494.15,0
3459,1,104815.88,0
3460,1,115553.7,0
3461,0,153713.92,0
3462,0,168290.08,0
3463,1,221965.44,1
3464,1,258735.56,1
3465,0,46225.41,0
3466,0,150285.89,0
3467,1,66139.6,0
3468,1,69548.695,0
3469,0,163966.56,0
3470,0,201105.0,1
3471,0,152318.02,0
3472,1,123244.2,0
3473,0,130836.48,0
3474,1,157653.95,0
3475,1,157187.52,0
3476,0,160336.42,0
3477,0,90361.52,0
3478,1,47839.176,0
3479,0,121886.51,0
3480,0,147261.52,0
3481,1,118898.86,0
3482,0,166992.4,0
3483,0,96121.78,0
3484,0,138817.56,0
3485,1,96800.91,0
3486,1,98168.45,0
3487,0,96440.69,0
3488,0,48958.855,0
3489,0,113798.06,0
3490,0,129839.7,0
3491,0,100750.51,0
3492,0,160722.62,0
3493,1,113487.6,0
3494,1,109929.5,0
3495,0,66969.984,0
3496,0,134625.4,0
3497,1,171917.44,0
3498,0,101002.89,0
3499,1,218051.0,1
3500,0,104420.11,0
3501,1,139261.48,0
3502,0,100990.44,0
3503,0,114486.49,0
3504,1,113824.58,0
3505,0,145922.81,0
3506,1,99229.57,0
3507,0,176698.08,0
3508,0,137090.42,0
3509,1,159461.05,0
3510,0,118008.44,0
3511,1,115193.19,0
3512,0,114472.94,0
3513,1,191094.8,1
3514,1,113622.84,0
3515,0,149361.16,0
3516,1,137722.05,0
3517,1,131641.69,0
3518,1,141177.84,0
3519,0,119371.79,0
3520,0,98629.45,0
3521,1,58313.78,0
3522,1,74288.83,0
3523,0,114748.26,0
3524,0,91129.7,0
3525,1,128719.58,0
3526,0,144041.81,0
3527,1,154718.23,0
3528,1,73877.61,0
3529,1,78841.984,0
3530,1,124100.31,0
3531,0,167289.4,0
3532,1,175034.38,0
3533,1,174496.69,0
3534,0,107309.89,0
3535,0,101970.98,0
3536,0,61026.29,0
3537,1,159596.4,0
3538,1,164927.06,0
3539,1,117745.32,0
3540,1,191825.72,1
3541,0,128147.98,0
3542,1,156603.95,0
3543,1,141197.1,0
3544,1,212461.55,1
3545,0,166476.3,0
3546,0,157893.62,0
3547,0,114396.77,0
3548,0,132513.1,0
3549,1,148555.86,0
3550,0,89288.18,0
3551,1,166215.88,0
3552,1,108387.0,0
3553,1,65762.95,0
3554,1,108118.51,0
3555,0,110707.92,0
3556,0,106024.08,0
3557,0,95035.94,0
3558,1,239206.8,1
3559,0,98173.67,0
3560,1,118971.27,0
3561,0,95525.25,0
3562,1,146005.94,0
3563,0,127750.6,0
3564,0,102132.33,0
3565,0,105507.34,0
3566,0,109101.19,0
3567,1,150219.73,0
3568,0,133417.92,0
3569,0,89072.77,0
3570,0,121086.38,0
3571,0,109285.95,0
3572,0,113629.91,0
3573,1,109227.46,0
